Can not load response cookies: Illegal key 'session820/qualitor820'
Name: CCTV-4, URL: https://global.cgtn.cicc.media.caton.cloud/master/cgtn-america.m3u8$订阅源, Date: None, Resolution: 1920x1080, Response Time: 200 ms
Name: CCTV-4, URL: http://122.247.121.96:9999/rtp/233.50.200.101:5140$浙江电信组播源, Date: 2024-11-05, Resolution: 1920x1080, Response Time: 175 ms
Name: CCTV-4, URL: http://122.241.215.142:4022/rtp/233.50.200.101:5140$浙江电信组播源, Date: 2024-11-08, Resolution: 1920x1080, Response Time: 176 ms
Name: CCTV-4, URL: http://183.158.224.113:8500/rtp/233.50.201.4:5140$浙江电信组播源, Date: 2024-11-06, Resolution: 1920x1080, Response Time: 169 ms
Name: CCTV-4, URL: http://60.189.201.168:18888/rtp/233.50.201.4:5140$浙江电信组播源, Date: 2024-11-08, Resolution: 1920x1080, Response Time: 180 ms
Name: CCTV-4, URL: http://122.247.121.96:9999/rtp/233.50.201.4:5140$浙江电信组播源, Date: 2024-11-05, Resolution: 1920x1080, Response Time: 175 ms
Name: CCTV-4, URL: http://122.241.215.142:4022/rtp/233.50.201.4:5140$浙江电信组播源, Date: 2024-11-08, Resolution: 1920x1080, Response Time: 176 ms
Name: CCTV-4, URL: http://27.151.176.131:4022/rtp/239.61.2.206:9224$福建电信组播源, Date: 2024-11-06, Resolution: 1920x1080, Response Time: 148 ms
Name: CCTV-4, URL: http://39.98.201.151:9090/udp/225.1.8.4:8092$订阅源, Date: None, Resolution: None, Response Time: 886 ms
Name: CCTV-4, URL: http://120.55.49.231:8617/rtp/233.50.200.101:5140$组播源, Date: None, Resolution: None, Response Time: 3034 ms
Name: CCTV-4, URL: http://101.43.66.162/migunew.php?id=cctv4o$订阅源, Date: None, Resolution: None, Response Time: 510 ms
Name: CCTV-4, URL: http://211.101.247.19:6699/api/migu.php?type=hls&url=live-cctv4$订阅源, Date: None, Resolution: None, Response Time: 595 ms
Name: CCTV-4, URL: http://124.128.73.58:9901/tsfile/live/0004_1.m3u8$订阅源, Date: None, Resolution: None, Response Time: 610 ms
Name: CCTV-4, URL: http://60.12.183.46:9901/tsfile/live/0004_1.m3u8?key=txiptv&playlive=0&authid=0$订阅源, Date: None, Resolution: None, Response Time: 419 ms
Name: CCTV-4, URL: http://dd.ddzb.fun/php/migu.php?id=cctv4o$订阅源, Date: None, Resolution: 1280x720, Response Time: 200 ms
Name: CCTV-4, URL: http://115.234.227.164:8808/udp/233.50.200.101:5140$订阅源, Date: None, Resolution: 1920x1080, Response Time: 200 ms
Name: CCTV-4, URL: http://kxrj.site:998/123/mg.php?id=cctv4$订阅源, Date: None, Resolution: 1280x720, Response Time: 200 ms
Name: CCTV-4, URL: http://fangke.blueswords.com:9901/tsfile/live/0004_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源, Date: None, Resolution: None, Response Time: 845 ms
Name: CCTV-4, URL: http://dd.ddzb.fun/php/migu.php?id=cctv4$订阅源, Date: None, Resolution: 1280x720, Response Time: 200 ms
Name: CCTV-4, URL: http://202.100.46.58:9901/tsfile/live/1003_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源, Date: None, Resolution: None, Response Time: 1538 ms
Name: CCTV-4, URL: http://111.31.22.5/cache.ott.fifalive.itv.cmvideo.cn/000000001000/5000000011000031102/1.m3u8?channel-id=bestzb&Contentid=5000000011000031102&livemode=1&stbId=3$订阅源, Date: None, Resolution: None, Response Time: 440 ms
Name: CCTV-4, URL: http://123.182.60.29:9002/hls/4/index.m3u8$订阅源, Date: None, Resolution: None, Response Time: 827 ms
Name: CCTV-4, URL: http://39.98.201.151:9090/udp/225.1.8.104:8216$订阅源, Date: None, Resolution: None, Response Time: 886 ms
Name: CCTV-4, URL: http://112.123.206.32:808/hls/4/index.m3u8$订阅源, Date: None, Resolution: None, Response Time: 426 ms
Name: CCTV-4, URL: http://139.196.151.191:6846/rtp/239.45.0.2:5140$组播源, Date: None, Resolution: None, Response Time: 3003 ms
Name: CCTV-4, URL: http://111.31.22.5/cache.ott.fifalive.itv.cmvideo.cn/000000001000/1.m3u8?channel-id=ystenlive&Contentid=1000000005000265004&livemode=1&stbId=3$订阅源, Date: None, Resolution: None, Response Time: 440 ms
Name: CCTV-4, URL: http://36.35.16.98:9901/tsfile/live/0004_1.m3u8?key=txiptv&playlive=0&authid=0$订阅源, Date: None, Resolution: None, Response Time: 862 ms
Name: CCTV-4, URL: http://211.101.247.19:6699/api/migu.php?type=hls&url=cctv4$订阅源, Date: None, Resolution: None, Response Time: 595 ms
Name: CCTV-4, URL: http://gslbserv.itv.cmvideo.cn/1000000005000265004/1.m3u8?channel-id=ystenlive&Contentid=1000000005000265004&livemode=1&stbId=3$订阅源, Date: None, Resolution: None, Response Time: 1046 ms
Name: CCTV-4, URL: http://183.66.15.146:60901/tsfile/live/0004_1.m3u8?key=txiptv$订阅源, Date: None, Resolution: None, Response Time: 509 ms
Name: CCTV-4, URL: http://101.43.66.162/migunew.php?id=cctv4$订阅源, Date: None, Resolution: None, Response Time: 510 ms
Name: CCTV-4, URL: http://111.31.22.3/cache.ott.fifalive.itv.cmvideo.cn/000000001000/1000000005000265004/index.m3u8?channel-id=ystenlive&Contentid=1000000005000265004&livemode=1&stbId=no$订阅源, Date: None, Resolution: None, Response Time: 437 ms
Name: CCTV-4, URL: http://www.72444165.xyz:5005/itv/ystenlive/1000000005000265004$订阅源, Date: None, Resolution: None, Response Time: 1299 ms
Name: CCTV-4, URL: http://124.128.73.58:9901/tsfile/live/0004_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源, Date: None, Resolution: None, Response Time: 610 ms
Name: CCTV-4, URL: http://120.55.49.231:8617/rtp/233.50.201.4:5140$组播源, Date: None, Resolution: None, Response Time: 3034 ms
Name: CCTV-4, URL: http://dd.ddzb.fun/php/migu.php?id=cctv4a$订阅源, Date: None, Resolution: 1280x720, Response Time: 200 ms
Name: CCTV-4, URL: http://123.166.61.70:8003/hls/41/index.m3u8$订阅源, Date: None, Resolution: None, Response Time: 545 ms
Name: CCTV-4, URL: http://111.31.22.5/cache.ott.fifalive.itv.cmvideo.cn/000000001000/1000000005000265004/index.m3u8?channel-id=ystenlive&Contentid=1000000005000265004&livemode=1&stbId=no$订阅源, Date: None, Resolution: None, Response Time: 440 ms
Name: CCTV-4, URL: http://123.129.70.178:9901/tsfile/live/0004_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源, Date: None, Resolution: None, Response Time: 427 ms
Name: CCTV-4, URL: http://118.81.107.31:9999/tsfile/live/0004_1.m3u8$订阅源, Date: None, Resolution: None, Response Time: 2013 ms
Name: CCTV-4, URL: http://101.43.66.162/migunew.php?id=cctv4a$订阅源, Date: None, Resolution: None, Response Time: 510 ms
Name: CCTV-4, URL: http://123.56.129.203:2604/rtp/225.1.8.104:8216$组播源, Date: None, Resolution: None, Response Time: 3088 ms
Name: CCTV-4, URL: http://vod.hnqczh.cn:808/hls/12/index.m3u8$订阅源, Date: None, Resolution: None, Response Time: 1218 ms
Name: CCTV-4, URL: http://110.177.146.152:888/udp/239.1.1.10:8010$订阅源, Date: None, Resolution: 1920x1080, Response Time: 46 ms
Name: CCTV-4, URL: http://123.56.129.203:2604/rtp/225.1.8.4:8092$组播源, Date: None, Resolution: None, Response Time: 3088 ms
Name: CCTV-4, URL: http://125.70.181.206:4000/rtp/239.93.1.105:5140$四川电信组播源, Date: 2024-11-06, Resolution: 1920x1080, Response Time: 103 ms
Name: CCTV-4, URL: http://171.117.71.155:8085/rtp/226.0.2.156:9160$山西联通组播源, Date: 2024-11-09, Resolution: 1920x1080, Response Time: 172 ms
Name: CCTV-4, URL: http://home.yulei.online:9999/rtp/226.0.2.156:9160$山西联通组播源, Date: 2024-06-04, Resolution: 1920x1080, Response Time: 150 ms
Name: CCTV-4, URL: http://183.184.228.93:8082/rtp/226.0.2.156:9160$山西联通组播源, Date: 2024-11-07, Resolution: 1920x1080, Response Time: 141 ms
Name: CCTV-4, URL: http://171.120.123.242:8082/rtp/226.0.2.156:9160$山西联通组播源, Date: 2024-10-26, Resolution: 1920x1080, Response Time: 176 ms
Name: CCTV-4, URL: http://171.117.71.155:8085/rtp/226.0.2.21:8080$山西联通组播源, Date: 2024-11-09, Resolution: 1920x1080, Response Time: 172 ms
Name: CCTV-4, URL: http://home.yulei.online:9999/rtp/226.0.2.21:8080$山西联通组播源, Date: 2024-06-04, Resolution: 1920x1080, Response Time: 150 ms
Name: CCTV-4, URL: http://183.184.228.93:8082/rtp/226.0.2.21:8080$山西联通组播源, Date: 2024-11-07, Resolution: 1920x1080, Response Time: 141 ms
Name: CCTV-4, URL: http://171.120.123.242:8082/rtp/226.0.2.21:8080$山西联通组播源, Date: 2024-10-26, Resolution: 1920x1080, Response Time: 176 ms
Name: CCTV-4, URL: http://182.32.160.32:9997/rtp/239.21.1.154:5002$山东电信组播源, Date: 2024-10-29, Resolution: 1920x1080, Response Time: 162 ms
Name: CCTV-4, URL: http://182.32.160.32:9997/rtp/239.21.1.4:5002$山东电信组播源, Date: 2024-10-29, Resolution: 1920x1080, Response Time: 162 ms
Name: CCTV-4, URL: http://182.32.160.32:9997/rtp/239.21.2.28:5002$山东电信组播源, Date: 2024-10-29, Resolution: 1920x1080, Response Time: 162 ms
Name: CCTV-4, URL: http://183.66.51.205:4022/rtp/235.254.198.183:7980$重庆电信组播源, Date: 2024-10-16, Resolution: 1920x1080, Response Time: 200 ms
Name: CCTV-4, URL: http://183.66.51.205:4022/rtp/235.254.198.3:1288$重庆电信组播源, Date: 2024-10-16, Resolution: 1920x1080, Response Time: 200 ms
Name: CCTV-4, URL: http://180.120.95.79:4000/rtp/239.49.8.131:6000$江苏电信组播源, Date: 2024-11-08, Resolution: 1920x1080, Response Time: 143 ms
Name: CCTV-4, URL: http://180.120.95.79:4000/rtp/239.49.1.4:6000$江苏电信组播源, Date: 2024-11-08, Resolution: 1920x1080, Response Time: 143 ms
Name: CCTV-4, URL: http://60.7.56.33:4000/rtp/239.253.93.192:6370$河北联通组播源, Date: 2024-07-10, Resolution: 1920x1080, Response Time: 105 ms
Name: CCTV-4, URL: http://180.173.191.27:9898/rtp/239.45.0.2:5140$上海电信组播源, Date: 2024-11-07, Resolution: 1920x1080, Response Time: 180 ms
Name: CCTV-4, URL: http://116.28.99.217:10001/rtp/239.77.0.78:5146$广东电信组播源, Date: 2024-11-06, Resolution: 1920x1080, Response Time: 161 ms
Name: CCTV-4, URL: http://119.134.111.81:8888/rtp/239.77.0.78:5146$广东电信组播源, Date: 2024-11-01, Resolution: 1920x1080, Response Time: 138 ms
Name: CCTV-4, URL: http://220.173.26.193:4022/rtp/239.81.0.16:4056$广西电信组播源, Date: 2024-11-07, Resolution: 720x576, Response Time: 200 ms
Name: CCTV-4, URL: http://42.57.170.12:9007/rtp/232.0.0.201:1234$辽宁联通组播源, Date: 2024-11-07, Resolution: 1920x1080, Response Time: 186 ms
Name: CCTV-4, URL: http://175.150.152.34:9005/rtp/232.0.0.201:1234$辽宁联通组播源, Date: 2024-11-02, Resolution: 1920x1080, Response Time: 148 ms
Name: CCTV-4, URL: http://42.57.170.12:9007/rtp/232.0.0.53:1234$辽宁联通组播源, Date: 2024-11-07, Resolution: 1920x1080, Response Time: 186 ms
Name: CCTV-4, URL: http://175.150.152.34:9005/rtp/232.0.0.53:1234$辽宁联通组播源, Date: 2024-11-02, Resolution: 1920x1080, Response Time: 148 ms
Name: CCTV-4, URL: http://123.117.36.74:4001/rtp/239.3.1.105:8092$北京联通组播源, Date: 2024-10-14, Resolution: 1920x1080, Response Time: 185 ms
Name: CCTV-4, URL: http://221.221.155.31:8888/rtp/239.3.1.105:8092$北京联通组播源, Date: 2024-11-01, Resolution: 1920x1080, Response Time: 184 ms
Name: CCTV-4, URL: http://114.254.80.240:2222/rtp/239.3.1.105:8092$北京联通组播源, Date: 2024-10-03, Resolution: 1920x1080, Response Time: 185 ms
Name: CCTV-4, URL: http://123.117.36.74:4001/rtp/239.3.1.213:4220$北京联通组播源, Date: 2024-10-14, Resolution: 1920x1080, Response Time: 185 ms
Name: CCTV-4, URL: http://221.221.155.31:8888/rtp/239.3.1.213:4220$北京联通组播源, Date: 2024-11-01, Resolution: 1920x1080, Response Time: 184 ms
Name: CCTV-4, URL: http://114.254.80.240:2222/rtp/239.3.1.213:4220$北京联通组播源, Date: 2024-10-03, Resolution: 1920x1080, Response Time: 185 ms
Name: CCTV-4, URL: http://183.157.34.103:8686/rtp/233.50.200.101:5140$浙江电信组播源, Date: 2024-11-09, Resolution: 1920x1080, Response Time: 180 ms
Name: CCTV-4, URL: http://183.159.155.163:4000/rtp/233.50.200.101:5140$浙江电信组播源, Date: 2024-11-08, Resolution: 1920x1080, Response Time: 183 ms
Name: CCTV-4, URL: http://183.157.34.103:8686/rtp/233.50.201.4:5140$浙江电信组播源, Date: 2024-11-09, Resolution: 1920x1080, Response Time: 180 ms
Name: CCTV-4, URL: http://183.159.155.163:4000/rtp/233.50.201.4:5140$浙江电信组播源, Date: 2024-11-08, Resolution: 1920x1080, Response Time: 183 ms
Name: CCTV-4, URL: http://220.176.218.64:8888/rtp/239.252.220.184:5140$江西电信组播源, Date: 2024-11-01, Resolution: 1920x1080, Response Time: 161 ms
Name: CCTV-4, URL: http://220.176.218.64:8888/rtp/239.252.219.192:5140$江西电信组播源, Date: 2024-11-01, Resolution: 1920x1080, Response Time: 161 ms
Name: CCTV-4, URL: http://111.14.181.15:9901/tsfile/live/0004_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源, Date: None, Resolution: None, Response Time: 715 ms
Name: CCTV-4, URL: https://api.olelive.com/dis/live/CCTV4HD/hls.m3u8$订阅源, Date: None, Resolution: 1920x1080, Response Time: 200 ms
Name: CCTV-4, URL: http://218.89.240.144:59901/tsfile/live/1001_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源, Date: None, Resolution: None, Response Time: 538 ms
Name: CCTV-4, URL: http://1.25.90.53:4022/udp/239.125.2.197:4120$订阅源, Date: None, Resolution: 1920x1080, Response Time: 181 ms
Name: CCTV-4, URL: http://58.254.14.91:808/hls/4/index.m3u8$订阅源, Date: None, Resolution: None, Response Time: 460 ms
Name: CCTV-4, URL: http://61.136.67.238:50085/tsfile/live/0004_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源, Date: None, Resolution: None, Response Time: 451 ms
Name: CCTV-4, URL: http://111.160.17.2:59901/tsfile/live/1000_1.m3u8$订阅源, Date: None, Resolution: None, Response Time: 477 ms
Name: CCTV-4, URL: http://1.25.90.53:4022/udp/239.125.2.64:4120$订阅源, Date: None, Resolution: 1920x1080, Response Time: 181 ms
Name: CCTV-4, URL: http://222.241.154.37:9901/tsfile/live/23004_1.m3u8?key=txiptv$订阅源, Date: None, Resolution: None, Response Time: 1000 ms
Name: CCTV-4, URL: http://110.80.17.38:9901/tsfile/live/0004_1.m3u8?key=txiptv$订阅源, Date: None, Resolution: None, Response Time: 562 ms
Name: CCTV-4, URL: http://117.27.190.42:9998/tsfile/live/23235_1.m3u8?key=txiptv$订阅源, Date: None, Resolution: None, Response Time: 514 ms
Name: CCTV-4, URL: http://jxcbn.ws-cdn.gitv.tv/hls/CCTV4HD/index.m3u8?gMac=unknown&livodToken=a2076a91d4ab3e3a8d96df561854b17563ddc027aec6e893eac3be4e11830fb7_1720507863_604800&fromCDN=ws$订阅源, Date: None, Resolution: None, Response Time: 521 ms
Name: CCTV-4, URL: http://171.116.226.246:8082/rtp/226.0.2.21:8080$组播源, Date: None, Resolution: 1920x1080, Response Time: 163 ms
Name: CCTV-4, URL: http://42.237.181.126:4000/rtp/225.1.5.31:1342$组播源, Date: None, Resolution: 720x576, Response Time: 190 ms
Name: CCTV-4, URL: http://124.128.73.58:9901/tsfile/live/0004_1.m3u8?key=txiptv$订阅源, Date: None, Resolution: None, Response Time: 610 ms
Name: CCTV-4, URL: http://1.25.90.53:4022/udp/239.125.2.196:4120$订阅源, Date: None, Resolution: 1920x1080, Response Time: 181 ms
Name: CCTV-4, URL: http://jxcbn.ws-cdn.gitv.tv/hls/CCTV4HD/index.m3u8?gMac=unknown&livodToken=d26bda0b501044353fe102fbe85cb45a6dfdaca26f4a7522f2b693761325ad82_1720504557_604800&fromCDN=ws$订阅源, Date: None, Resolution: None, Response Time: 521 ms
Name: CCTV-4, URL: http://42.237.181.126:4000/rtp/225.1.5.32:1343$组播源, Date: None, Resolution: 720x576, Response Time: 190 ms
Name: CCTV-4, URL: http://58.51.111.46:1111/tsfile/live/1004_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源, Date: None, Resolution: None, Response Time: 924 ms
Name: CCTV-4, URL: http://222.241.154.37:9901/tsfile/live/23004_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源, Date: None, Resolution: None, Response Time: 1000 ms
Name: CCTV-4, URL: http://171.116.226.246:8082/rtp/226.0.2.156:9160$组播源, Date: None, Resolution: 1920x1080, Response Time: 163 ms
Name: CCTV-4, URL: http://42.237.181.126:4000/rtp/225.1.5.30:1333$组播源, Date: None, Resolution: 720x576, Response Time: 190 ms
Name: CCTV-4, URL: http://gslbservzqhsw.itv.cmvideo.cn/0000000000001000/5000000011000031102/index.m3u8?livemode=1&stbId=10&channel-id=bestzb&Contentid=5000000011000031102$订阅源, Date: None, Resolution: None, Response Time: 854 ms
Name: CCTV-4, URL: http://116.117.106.144:8096/tsfile/live/0004_1.m3u8$订阅源, Date: None, Resolution: None, Response Time: 479 ms
Name: CCTV-4, URL: http://42.237.181.126:4000/rtp/225.1.4.4:1033$组播源, Date: None, Resolution: 720x576, Response Time: 190 ms
Name: CCTV-5, URL: http://116.128.242.83:9901/tsfile/live/0006_1.m3u8?key=txiptv&playlive=1&authid=0$北京酒店源, Date: None, Resolution: None, Response Time: 597 ms
Name: CCTV-5, URL: http://110.177.146.152:888/rtp/239.1.1.11:8011$山西电信组播源, Date: 2024-11-07, Resolution: 1920x1080, Response Time: 4 ms
Name: CCTV-5, URL: http://61.55.46.35:4022/rtp/239.253.92.181:6046$河北联通组播源, Date: 2024-10-15, Resolution: 1920x1080, Response Time: 171 ms
Name: CCTV-5, URL: http://60.164.128.167:8029/rtp/239.255.29.13:8231$甘肃电信组播源, Date: 2024-10-07, Resolution: 1920x1080, Response Time: 114 ms
Name: CCTV-5, URL: http://www.lebaobei.top:6868/rtp/239.255.29.13:8231$甘肃电信组播源, Date: 2024-07-25, Resolution: None, Response Time: 5353 ms
Name: CCTV-5, URL: http://139.196.151.191:2051/rtp/239.45.1.69:5140$上海电信组播源, Date: 2024-03-01, Resolution: None, Response Time: 2999 ms
Name: CCTV-5, URL: http://122.9.151.210:887/rtp/238.255.2.134:5999$贵州电信组播源, Date: 2024-03-02, Resolution: None, Response Time: 3094 ms
Name: CCTV-5, URL: http://123.56.129.203:4310/rtp/225.1.8.89:8000$北京电信组播源, Date: 2024-02-02, Resolution: None, Response Time: 3104 ms
Name: CCTV-5, URL: http://123.56.129.203:4310/rtp/225.1.8.93:8000$北京电信组播源, Date: 2024-02-02, Resolution: None, Response Time: 3104 ms
Name: CCTV-5, URL: http://123.118.57.247:8686/rtp/239.3.1.173:8001$北京联通组播源, Date: 2024-11-09, Resolution: 1920x1080, Response Time: 183 ms
Name: CCTV-5, URL: http://114.243.109.24:4022/rtp/239.3.1.173:8001$北京联通组播源, Date: 2024-11-04, Resolution: 1920x1080, Response Time: 185 ms
Name: CCTV-5, URL: http://111.196.191.248:5555/rtp/239.3.1.173:8001$北京联通组播源, Date: 2024-11-06, Resolution: 1920x1080, Response Time: 179 ms
Name: CCTV-5, URL: http://183.158.224.113:8500/rtp/233.50.201.197:5140$浙江电信组播源, Date: 2024-11-06, Resolution: 1920x1080, Response Time: 169 ms
Name: CCTV-5, URL: http://60.189.201.168:18888/rtp/233.50.201.197:5140$浙江电信组播源, Date: 2024-11-08, Resolution: 1920x1080, Response Time: 180 ms
Name: CCTV-5, URL: http://122.247.121.96:9999/rtp/233.50.201.197:5140$浙江电信组播源, Date: 2024-11-05, Resolution: 1920x1080, Response Time: 175 ms
Name: CCTV-5, URL: http://122.241.215.142:4022/rtp/233.50.201.197:5140$浙江电信组播源, Date: 2024-11-08, Resolution: 1920x1080, Response Time: 176 ms
Name: CCTV-5, URL: http://183.158.224.113:8500/rtp/233.50.201.17:5140$浙江电信组播源, Date: 2024-11-06, Resolution: 1920x1080, Response Time: 169 ms
Name: CCTV-5, URL: http://60.189.201.168:18888/rtp/233.50.201.17:5140$浙江电信组播源, Date: 2024-11-08, Resolution: 1920x1080, Response Time: 180 ms
Name: CCTV-5, URL: http://122.247.121.96:9999/rtp/233.50.201.17:5140$浙江电信组播源, Date: 2024-11-05, Resolution: 1920x1080, Response Time: 175 ms
Name: CCTV-5, URL: http://122.241.215.142:4022/rtp/233.50.201.17:5140$浙江电信组播源, Date: 2024-11-08, Resolution: 1920x1080, Response Time: 176 ms
Name: CCTV-5, URL: http://27.151.176.131:4022/rtp/239.61.3.35:9728$福建电信组播源, Date: 2024-11-06, Resolution: 1920x1080, Response Time: 148 ms
Name: CCTV-5, URL: http://218.3.138.25:1111/tsfile/live/1004_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源, Date: None, Resolution: None, Response Time: 501 ms
Name: CCTV-5, URL: http://211.101.247.19:6699/api/migu.php?type=hls&url=live-cctv5$订阅源, Date: None, Resolution: None, Response Time: 595 ms
Name: CCTV-5, URL: http://115.234.227.164:8808/udp/233.50.201.197:5140$订阅源, Date: None, Resolution: 1920x1080, Response Time: 200 ms
Name: CCTV-5, URL: http://112.234.23.81:9901/tsfile/live/0005_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源, Date: None, Resolution: None, Response Time: 444 ms
Name: CCTV-5, URL: http://101.43.66.162/migunew.php?id=cctv5$订阅源, Date: None, Resolution: None, Response Time: 510 ms
Name: CCTV-5, URL: http://111.31.22.5/cache.ott.fifalive.itv.cmvideo.cn/000000001000//1.m3u8?channel-id=ystenlive&Contentid=1000000005000265005&livemode=1&stbId=3$订阅源, Date: None, Resolution: None, Response Time: 440 ms
Name: CCTV-5, URL: http://58.48.5.186:1111/tsfile/live/0005_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源, Date: None, Resolution: None, Response Time: 514 ms
Name: CCTV-5, URL: http://113.57.93.165:9900/tsfile/live/0005_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源, Date: None, Resolution: None, Response Time: 418 ms
Name: CCTV-5, URL: http://139.196.151.191:6846/rtp/239.45.1.69:5140$组播源, Date: None, Resolution: None, Response Time: 3003 ms
Name: CCTV-5, URL: http://dd.ddzb.fun/php/migu.php?id=cctv5$订阅源, Date: None, Resolution: 1280x720, Response Time: 200 ms
Name: CCTV-5, URL: http://58.216.229.130:9901/tsfile/live/0005_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源, Date: None, Resolution: None, Response Time: 588 ms
Name: CCTV-5, URL: http://124.128.73.58:9901/tsfile/live/0005_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源, Date: None, Resolution: None, Response Time: 610 ms
Name: CCTV-5, URL: http://221.213.69.82:9901/tsfile/live/0005_1.m3u8?key=txiptv&playlive=0&authid=0$订阅源, Date: None, Resolution: None, Response Time: 546 ms
Name: CCTV-5, URL: http://60.12.183.46:9901/tsfile/live/0005_1.m3u8?key=txiptv&playlive=0&authid=0$订阅源, Date: None, Resolution: None, Response Time: 419 ms
Name: CCTV-5, URL: http://111.31.22.5/cache.ott.fifalive.itv.cmvideo.cn/000000001000/1000000005000265005/index.m3u8?channel-id=ystenlive&Contentid=1000000005000265005&livemode=1&stbId=no$订阅源, Date: None, Resolution: None, Response Time: 440 ms
Name: CCTV-5, URL: http://120.55.49.231:3095/rtp/233.50.201.197:5140$组播源, Date: None, Resolution: None, Response Time: 3050 ms
Name: CCTV-5, URL: http://kxrj.site:998/123/mg.php?id=cctv5$订阅源, Date: None, Resolution: 1280x720, Response Time: 200 ms
Name: CCTV-5, URL: http://218.89.240.144:59901/tsfile/live/1009_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源, Date: None, Resolution: None, Response Time: 538 ms
Name: CCTV-5, URL: http://123.56.129.203:2604/rtp/225.1.8.93:8000$组播源, Date: None, Resolution: None, Response Time: 3088 ms
Name: CCTV-5, URL: http://120.55.49.231:8617/rtp/233.50.201.197:5140$组播源, Date: None, Resolution: None, Response Time: 3034 ms
Name: CCTV-5, URL: http://183.66.15.146:60901/tsfile/live/0005_1.m3u8?key=txiptv$订阅源, Date: None, Resolution: None, Response Time: 509 ms
Name: CCTV-5, URL: http://111.31.22.3/cache.ott.fifalive.itv.cmvideo.cn/000000001000/1000000005000265005/index.m3u8?channel-id=ystenlive&Contentid=1000000005000265005&livemode=1&stbId=no$订阅源, Date: None, Resolution: None, Response Time: 437 ms
Name: CCTV-5, URL: http://119.163.199.98:9901/tsfile/live/0005_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源, Date: None, Resolution: None, Response Time: 1053 ms
Name: CCTV-5, URL: http://124.128.73.58:9901/tsfile/live/0005_1.m3u8$订阅源, Date: None, Resolution: None, Response Time: 610 ms
Name: CCTV-5, URL: http://123.129.70.178:9901/tsfile/live/0005_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源, Date: None, Resolution: None, Response Time: 427 ms
Name: CCTV-5, URL: http://118.81.107.31:9999/tsfile/live/0005_1.m3u8$订阅源, Date: None, Resolution: None, Response Time: 2013 ms
Name: CCTV-5, URL: http://211.101.247.19:6699/api/migu.php?type=hls&url=cctv5$订阅源, Date: None, Resolution: None, Response Time: 595 ms
Name: CCTV-5, URL: http://123.182.60.29:9002/hls/7/index.m3u8$订阅源, Date: None, Resolution: None, Response Time: 827 ms
Name: CCTV-5, URL: http://fangke.blueswords.com:9901/tsfile/live/0005_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源, Date: None, Resolution: None, Response Time: 845 ms
Name: CCTV-5, URL: http://120.55.49.231:8617/rtp/233.50.201.17:5140$组播源, Date: None, Resolution: None, Response Time: 3034 ms
Name: CCTV-5, URL: http://1732e975z9.zicp.fun:8082/hls/5/index.m3u8$订阅源, Date: None, Resolution: None, Response Time: 745 ms
Name: CCTV-5, URL: http://1.24.190.98:10089/hls/9/index.m3u8$订阅源, Date: None, Resolution: None, Response Time: 446 ms
Name: CCTV-5, URL: http://36.35.16.98:9901/tsfile/live/0005_1.m3u8?key=txiptv&playlive=0&authid=0$订阅源, Date: None, Resolution: None, Response Time: 862 ms
Name: CCTV-5, URL: http://39.98.201.151:9090/udp/225.1.8.93:8000$订阅源, Date: None, Resolution: None, Response Time: 886 ms
Name: CCTV-5, URL: http://vod.hnqczh.cn:808/hls/13/index.m3u8$订阅源, Date: None, Resolution: None, Response Time: 1218 ms
Name: CCTV-5, URL: http://58.17.48.228:808/hls/5/index.m3u8$订阅源, Date: None, Resolution: None, Response Time: 2472 ms
Name: CCTV-5, URL: http://61.136.172.236:9901/tsfile/live/0005_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源, Date: None, Resolution: None, Response Time: 514 ms
Name: CCTV-5, URL: http://39.98.201.151:9090/udp/225.1.8.89:8000$订阅源, Date: None, Resolution: None, Response Time: 886 ms
Name: CCTV-5, URL: http://www.72444165.xyz:5005/itv/ystenlive/1000000005000265005$订阅源, Date: None, Resolution: None, Response Time: 1299 ms
Name: CCTV-5, URL: http://110.177.146.152:888/udp/239.1.1.11:8011$订阅源, Date: None, Resolution: 1920x1080, Response Time: 46 ms
Name: CCTV-5, URL: http://gslbserv.itv.cmvideo.cn/1000000005000265005/1.m3u8?channel-id=ystenlive&Contentid=1000000005000265005&livemode=1&stbId=3$订阅源, Date: None, Resolution: None, Response Time: 1046 ms
